Initial Investment:		1
Recurring Monthly Investment:	1
Start Month:			1
Start Year:			1
End Month:			12
End Year:			10000
Annual Rate of Return (%):	1
--- Output ---
3382.03) */*/*/*%
3382.04) */*/*/*%
3382.05) */*/*/*%
3382.06) */*/*/*%
3382.07) */*/*/*%
3382.08) */*/*/*%
3382.09) */*/*/*%
3382.10) */*/*/*%
3382.11) */*/*/*%
3382.12) */*/*/*%
3383.01) */*/*/*%
3383.02) */*/*/*%
3383.03) */*/*/*%
3383.04) */*/*/*%
3383.05) */*/*/*%
3383.06) */*/*/*%
3383.07) */*/*/*%
3383.08) */*/*/*%
3383.09) */*/*/*%
3383.10) */*/*/*%
3383.11) */*/*/*%
3383.12) */*/*/*%
3384.01) */*/*/*%
3384.02) */*/*/*%
3384.03) */*/*/*%
3384.04) */*/*/*%
3384.05) */*/*/*%
3384.06) */*/*/*%
3384.07) */*/*/*%
3384.08) */*/*/*%
3384.09) */*/*/*%
3384.10) */*/*/*%
3384.11) */*/*/*%
3384.12) */*/*/*%
3385.01) */*/*/*%
3385.02) */*/*/*%
3385.03) */*/*/*%
3385.04) */*/*/*%
3385.05) */*/*/*%
3385.06) */*/*/*%
3385.07) */*/*/*%
3385.08) */*/*/*%
3385.09) */*/*/*%
3385.10) */*/*/*%
3385.11) */*/*/*%
3385.12) */*/*/*%
3386.01) */*/*/*%
3386.02) */*/*/*%
3386.03) */*/*/*%
3386.04) */*/*/*%
3386.05) */*/*/*%
3386.06) */*/*/*%
3386.07) */*/*/*%
3386.08) */*/*/*%
3386.09) */*/*/*%
3386.10) */*/*/*%
3386.11) */*/*/*%
3386.12) */*/*/*%
3387.01) */*/*/*%
3387.02) */*/*/*%
3387.03) */*/*/*%
3387.04) */*/*/*%
3387.05) */*/*/*%
3387.06) */*/*/*%
3387.07) */*/*/*%
3387.08) */*/*/*%
3387.09) */*/*/*%
3387.10) */*/*/*%
3387.11) */*/*/*%
3387.12) */*/*/*%
3388.01) */*/*/*%
3388.02) */*/*/*%
3388.03) */*/*/*%
3388.04) */*/*/*%
3388.05) */*/*/*%
3388.06) */*/*/*%
3388.07) */*/*/*%
3388.08) */*/*/*%
3388.09) */*/*/*%
3388.10) */*/*/*%
3388.11) */*/*/*%
3388.12) */*/*/*%
3389.01) */*/*/*%
3389.02) */*/*/*%
3389.03) */*/*/*%
3389.04) */*/*/*%
3389.05) */*/*/*%
3389.06) */*/*/*%
3389.07) */*/*/*%
3389.08) */*/*/*%
3389.09) */*/*/*%
3389.10) */*/*/*%
3389.11) */*/*/*%
3389.12) */*/*/*%
3390.01) */*/*/*%
3390.02) */*/*/*%
3390.03) */*/*/*%
3390.04) */*/*/*%
3390.05) */*/*/*%
3390.06) */*/*/*%
3390.07) */*/*/*%
3390.08) */*/*/*%
3390.09) */*/*/*%
3390.10) */*/*/*%
3390.11) */*/*/*%
3390.12) */*/*/*%
3391.01) */*/*/*%
3391.02) */*/*/*%
3391.03) */*/*/*%
3391.04) */*/*/*%
3391.05) */*/*/*%
3391.06) */*/*/*%
3391.07) */*/*/*%
3391.08) */*/*/*%
3391.09) */*/*/*%
3391.10) */*/*/*%
3391.11) */*/*/*%
3391.12) */*/*/*%
3392.01) */*/*/*%
3392.02) */*/*/*%
3392.03) */*/*/*%
3392.04) */*/*/*%
3392.05) */*/*/*%
3392.06) */*/*/*%
3392.07) */*/*/*%
3392.08) */*/*/*%
3392.09) */*/*/*%
3392.10) */*/*/*%
3392.11) */*/*/*%
3392.12) */*/*/*%
3393.01) */*/*/*%
3393.02) */*/*/*%
3393.03) */*/*/*%
3393.04) */*/*/*%
3393.05) */*/*/*%
3393.06) */*/*/*%
3393.07) */*/*/*%
3393.08) */*/*/*%
3393.09) */*/*/*%
3393.10) */*/*/*%
3393.11) */*/*/*%
3393.12) */*/*/*%
3394.01) */*/*/*%
3394.02) */*/*/*%
3394.03) */*/*/*%
3394.04) */*/*/*%
3394.05) */*/*/*%
3394.06) */*/*/*%
3394.07) */*/*/*%
3394.08) */*/*/*%
3394.09) */*/*/*%
3394.10) */*/*/*%
3394.11) */*/*/*%
3394.12) */*/*/*%
3395.01) */*/*/*%
3395.02) */*/*/*%
3395.03) */*/*/*%
3395.04) */*/*/*%
3395.05) */*/*/*%
3395.06) */*/*/*%
3395.07) */*/*/*%
3395.08) */*/*/*%
3395.09) */*/*/*%
3395.10) */*/*/*%
3395.11) */*/*/*%
3395.12) */*/*/*%
3396.01) */*/*/*%
3396.02) */*/*/*%
3396.03) */*/*/*%
3396.04) */*/*/*%
3396.05) */*/*/*%
3396.06) */*/*/*%
3396.07) */*/*/*%
3396.08) */*/*/*%
3396.09) */*/*/*%
3396.10) */*/*/*%
3396.11) */*/*/*%
3396.12) */*/*/*%
3397.01) */*/*/*%
3397.02) */*/*/*%
3397.03) */*/*/*%
3397.04) */*/*/*%
3397.05) */*/*/*%
3397.06) */*/*/*%
3397.07) */*/*/*%
3397.08) */*/*/*%
3397.09) */*/*/*%
3397.10) */*/*/*%
3397.11) */*/*/*%
3397.12) */*/*/*%
3398.01) */*/*/*%
3398.02) */*/*/*%
3398.03) */*/*/*%
3398.04) */*/*/*%
3398.05) */*/*/*%
3398.06) */*/*/*%
3398.07) */*/*/*%
3398.08) */*/*/*%
3398.09) */*/*/*%
3398.10) */*/*/*%
3398.11) */*/*/*%
3398.12) */*/*/*%
3399.01) */*/*/*%
3399.02) */*/*/*%
3399.03) */*/*/*%
3399.04) */*/*/*%
3399.05) */*/*/*%
3399.06) */*/*/*%
3399.07) */*/*/*%
3399.08) */*/*/*%
3399.09) */*/*/*%
3399.10) */*/*/*%
3399.11) */*/*/*%
3399.12) */*/*/*%
3400.01) */*/*/*%
3400.02) */*/*/*%
3400.03) */*/*/*%
3400.04) */*/*/*%
3400.05) */*/*/*%
3400.06) */*/*/*%
3400.07) */*/*/*%
3400.08) */*/*/*%
3400.09) */*/*/*%
3400.10) */*/*/*%
3400.11) */*/*/*%
3400.12) */*/*/*%
3401.01) */*/*/*%
3401.02) */*/*/*%
3401.03) */*/*/*%
3401.04) */*/*/*%
3401.05) */*/*/*%
3401.06) */*/*/*%
3401.07) */*/*/*%
3401.08) */*/*/*%
3401.09) */*/*/*%
3401.10) */*/*/*%
3401.11) */*/*/*%
3401.12) */*/*/*%
3402.01) */*/*/*%
3402.02) */*/*/*%
3402.03) */*/*/*%
3402.04) */*/*/*%
3402.05) */*/*/*%
3402.06) */*/*/*%
3402.07) */*/*/*%
3402.08) */*/*/*%
3402.09) */*/*/*%
3402.10) */*/*/*%
3402.11) */*/*/*%
3402.12) */*/*/*%
3403.01) */*/*/*%
3403.02) */*/*/*%
3403.03) */*/*/*%
3403.04) */*/*/*%
3403.05) */*/*/*%
3403.06) */*/*/*%
3403.07) */*/*/*%
3403.08) */*/*/*%
3403.09) */*/*/*%
3403.10) */*/*/*%
3403.11) */*/*/*%
3403.12) */*/*/*%
3404.01) */*/*/*%
3404.02) */*/*/*%
3404.03) */*/*/*%
3404.04) */*/*/*%
3404.05) */*/*/*%
3404.06) */*/*/*%
3404.07) */*/*/*%
3404.08) */*/*/*%
3404.09) */*/*/*%
3404.10) */*/*/*%
3404.11) */*/*/*%
3404.12) */*/*/*%
3405.01) */*/*/*%
3405.02) */*/*/*%
3405.03) */*/*/*%
3405.04) */*/*/*%
3405.05) */*/*/*%
3405.06) */*/*/*%
3405.07) */*/*/*%
3405.08) */*/*/*%
3405.09) */*/*/*%
3405.10) */*/*/*%
3405.11) */*/*/*%
3405.12) */*/*/*%
3406.01) */*/*/*%
3406.02) */*/*/*%
3406.03) */*/*/*%
3406.04) */*/*/*%
3406.05) */*/*/*%
3406.06) */*/*/*%
3406.07) */*/*/*%
3406.08) */*/*/*%
3406.09) */*/*/*%
3406.10) */*/*/*%
3406.11) */*/*/*%
3406.12) */*/*/*%
3407.01) */*/*/*%
3407.02) */*/*/*%
3407.03) */*/*/*%
3407.04) */*/*/*%
3407.05) */*/*/*%
3407.06) */*/*/*%
3407.07) */*/*/*%
3407.08) */*/*/*%
3407.09) */*/*/*%
3407.10) */*/*/*%
3407.11) */*/*/*%
3407.12) */*/*/*%
3408.01) */*/*/*%
3408.02) */*/*/*%
3408.03) */*/*/*%
3408.04) */*/*/*%
3408.05) */*/*/*%
3408.06) */*/*/*%
3408.07) */*/*/*%
3408.08) */*/*/*%
3408.09) */*/*/*%
3408.10) */*/*/*%
3408.11) */*/*/*%
3408.12) */*/*/*%
3409.01) */*/*/*%
3409.02) */*/*/*%
3409.03) */*/*/*%
3409.04) */*/*/*%
3409.05) */*/*/*%
3409.06) */*/*/*%
3409.07) */*/*/*%
3409.08) */*/*/*%
3409.09) */*/*/*%
3409.10) */*/*/*%
3409.11) */*/*/*%
3409.12) */*/*/*%
3410.01) */*/*/*%
3410.02) */*/*/*%
3410.03) */*/*/*%
3410.04) */*/*/*%
3410.05) */*/*/*%
3410.06) */*/*/*%
3410.07) */*/*/*%
3410.08) */*/*/*%
3410.09) */*/*/*%
3410.10) */*/*/*%
3410.11) */*/*/*%
3410.12) */*/*/*%
3411.01) */*/*/*%
3411.02) */*/*/*%
3411.03) */*/*/*%
3411.04) */*/*/*%
3411.05) */*/*/*%
3411.06) */*/*/*%
3411.07) */*/*/*%
3411.08) */*/*/*%
3411.09) */*/*/*%
3411.10) */*/*/*%
3411.11) */*/*/*%
3411.12) */*/*/*%
3412.01) */*/*/*%
3412.02) */*/*/*%
3412.03) */*/*/*%
3412.04) */*/*/*%
3412.05) */*/*/*%
3412.06) */*/*/*%
3412.07) */*/*/*%
3412.08) */*/*/*%
3412.09) */*/*/*%
3412.10) */*/*/*%
3412.11) */*/*/*%
3412.12) */*/*/*%
3413.01) */*/*/*%
3413.02) */*/*/*%
3413.03) */*/*/*%
3413.04) */*/*/*%
3413.05) */*/*/*%
3413.06) */*/*/*%
3413.07) */*/*/*%
3413.08) */*/*/*%
3413.09) */*/*/*%
3413.10) */*/*/*%
3413.11) */*/*/*%
3413.12) */*/*/*%
3414.01) */*/*/*%
3414.02) */*/*/*%
3414.03) */*/*/*%
3414.04) */*/*/*%
3414.05) */*/*/*%
3414.06) */*/*/*%
3414.07) */*/*/*%
3414.08) */*/*/*%
3414.09) */*/*/*%
3414.10) */*/*/*%
3414.11) */*/*/*%
3414.12) */*/*/*%
3415.01) */*/*/*%
3415.02) */*/*/*%
3415.03) */*/*/*%
3415.04) */*/*/*%
3415.05) */*/*/*%
3415.06) */*/*/*%
3415.07) */*/*/*%
3415.08) */*/*/*%
3415.09) */*/*/*%
3415.10) */*/*/*%
3415.11) */*/*/*%
3415.12) */*/*/*%
3416.01) */*/*/*%
3416.02) */*/*/*%
3416.03) */*/*/*%
3416.04) */*/*/*%
3416.05) */*/*/*%
3416.06) */*/*/*%
3416.07) */*/*/*%
3416.08) */*/*/*%
3416.09) */*/*/*%
3416.10) */*/*/*%
3416.11) */*/*/*%
3416.12) */*/*/*%
3417.01) */*/*/*%
3417.02) */*/*/*%
3417.03) */*/*/*%
3417.04) */*/*/*%
3417.05) */*/*/*%
3417.06) */*/*/*%
3417.07) */*/*/*%
3417.08) */*/*/*%
3417.09) */*/*/*%
3417.10) */*/*/*%
3417.11) */*/*/*%
3417.12) */*/*/*%
3418.01) */*/*/*%
3418.02) */*/*/*%
3418.03) */*/*/*%
3418.04) */*/*/*%
3418.05) */*/*/*%
3418.06) */*/*/*%
3418.07) */*/*/*%
3418.08) */*/*/*%
3418.09) */*/*/*%
3418.10) */*/*/*%
3418.11) */*/*/*%
3418.12) */*/*/*%
3419.01) */*/*/*%
3419.02) */*/*/*%
3419.03) */*/*/*%
3419.04) */*/*/*%
3419.05) */*/*/*%
3419.06) */*/*/*%
3419.07) */*/*/*%
3419.08) */*/*/*%
3419.09) */*/*/*%
3419.10) */*/*/*%
3419.11) */*/*/*%
3419.12) */*/*/*%
3420.01) */*/*/*%
3420.02) */*/*/*%
3420.03) */*/*/*%
3420.04) */*/*/*%
3420.05) */*/*/*%
3420.06) */*/*/*%
3420.07) */*/*/*%
3420.08) */*/*/*%
3420.09) */*/*/*%
3420.10) */*/*/*%
3420.11) */*/*/*%
3420.12) */*/*/*%
3421.01) */*/*/*%
3421.02) */*/*/*%
3421.03) */*/*/*%
3421.04) */*/*/*%
3421.05) */*/*/*%
3421.06) */*/*/*%
3421.07) */*/*/*%
3421.08) */*/*/*%
3421.09) */*/*/*%
3421.10) */*/*/*%
3421.11) */*/*/*%
3421.12) */*/*/*%
3422.01) */*/*/*%
3422.02) */*/*/*%
3422.03) */*/*/*%
3422.04) */*/*/*%
3422.05) */*/*/*%
3422.06) */*/*/*%
3422.07) */*/*/*%
3422.08) */*/*/*%
3422.09) */*/*/*%
3422.10) */*/*/*%
3422.11) */*/*/*%
3422.12) */*/*/*%
3423.01) */*/*/*%
3423.02) */*/*/*%
3423.03) */*/*/*%
3423.04) */*/*/*%
3423.05) */*/*/*%
3423.06) */*/*/*%
3423.07) */*/*/*%
3423.08) */*/*/*%
3423.09) */*/*/*%
3423.10) */*/*/*%
3423.11) */*/*/*%
3423.12) */*/*/*%
3424.01) */*/*/*%
3424.02) */*/*/*%
3424.03) */*/*/*%
3424.04) */*/*/*%
3424.05) */*/*/*%
3424.06) */*/*/*%
3424.07) */*/*/*%
3424.08) */*/*/*%
3424.09) */*/*/*%
3424.10) */*/*/*%
3424.11) */*/*/*%
3424.12) */*/*/*%
3425.01) */*/*/*%
3425.02) */*/*/*%
3425.03) */*/*/*%
3425.04) */*/*/*%
3425.05) */*/*/*%
3425.06) */*/*/*%
3425.07) */*/*/*%
3425.08) */*/*/*%
3425.09) */*/*/*%
3425.10) */*/*/*%
3425.11) */*/*/*%
3425.12) */*/*/*%
3426.01) */*/*/*%
3426.02) */*/*/*%
3426.03) */*/*/*%
3426.04) */*/*/*%
3426.05) */*/*/*%
3426.06) */*/*/*%
3426.07) */*/*/*%
3426.08) */*/*/*%
3426.09) */*/*/*%
3426.10) */*/*/*%
3426.11) */*/*/*%
3426.12) */*/*/*%
3427.01) */*/*/*%
3427.02) */*/*/*%
3427.03) */*/*/*%
3427.04) */*/*/*%
3427.05) */*/*/*%
3427.06) */*/*/*%
3427.07) */*/*/*%
3427.08) */*/*/*%
3427.09) */*/*/*%
3427.10) */*/*/*%
3427.11) */*/*/*%
3427.12) */*/*/*%
3428.01) */*/*/*%
3428.02) */*/*/*%
3428.03) */*/*/*%
3428.04) */*/*/*%
3428.05) */*/*/*%
3428.06) */*/*/*%
3428.07) */*/*/*%
3428.08) */*/*/*%
3428.09) */*/*/*%
3428.10) */*/*/*%
3428.11) */*/*/*%
3428.12) */*/*/*%
3429.01) */*/*/*%
3429.02) */*/*/*%
3429.03) */*/*/*%
3429.04) */*/*/*%
3429.05) */*/*/*%
3429.06) */*/*/*%
3429.07) */*/*/*%
3429.08) */*/*/*%
3429.09) */*/*/*%
3429.10) */*/*/*%
3429.11) */*/*/*%
3429.12) */*/*/*%
3430.01) */*/*/*%
3430.02) */*/*/*%
3430.03) */*/*/*%
3430.04) */*/*/*%
3430.05) */*/*/*%
3430.06) */*/*/*%
3430.07) */*/*/*%
3430.08) */*/*/*%
3430.09) */*/*/*%
3430.10) */*/*/*%
3430.11) */*/*/*%
3430.12) */*/*/*%
3431.01) */*/*/*%
3431.02) */*/*/*%
3431.03) */*/*/*%
3431.04) */*/*/*%
3431.05) */*/*/*%
3431.06) */*/*/*%
3431.07) */*/*/*%
3431.08) */*/*/*%
3431.09) */*/*/*%
3431.10) */*/*/*%
3431.11) */*/*/*%
3431.12) */*/*/*%
3432.01) */*/*/*%
3432.02) */*/*/*%
3432.03) */*/*/*%
3432.04) */*/*/*%
3432.05) */*/*/*%
3432.06) */*/*/*%
3432.07) */*/*/*%
3432.08) */*/*/*%
3432.09) */*/*/*%
3432.10) */*/*/*%
3432.11) */*/*/*%
3432.12) */*/*/*%
3433.01) */*/*/*%
3433.02) */*/*/*%
3433.03) */*/*/*%
3433.04) */*/*/*%
3433.05) */*/*/*%
3433.06) */*/*/*%
3433.07) */*/*/*%
3433.08) */*/*/*%
3433.09) */*/*/*%
3433.10) */*/*/*%
3433.11) */*/*/*%
3433.12) */*/*/*%
3434.01) */*/*/*%
3434.02) */*/*/*%
3434.03) */*/*/*%
3434.04) */*/*/*%
3434.05) */*/*/*%
3434.06) */*/*/*%
3434.07) */*/*/*%
3434.08) */*/*/*%
3434.09) */*/*/*%
3434.10) */*/*/*%
3434.11) */*/*/*%
3434.12) */*/*/*%
3435.01) */*/*/*%
3435.02) */*/*/*%
3435.03) */*/*/*%
3435.04) */*/*/*%
3435.05) */*/*/*%
3435.06) */*/*/*%
3435.07) */*/*/*%
3435.08) */*/*/*%
3435.09) */*/*/*%
3435.10) */*/*/*%
3435.11) */*/*/*%
3435.12) */*/*/*%
3436.01) */*/*/*%
3436.02) */*/*/*%
3436.03) */*/*/*%
3436.04) */*/*/*%
3436.05) */*/*/*%
3436.06) */*/*/*%
3436.07) */*/*/*%
3436.08) */*/*/*%
3436.09) */*/*/*%
3436.10) */*/*/*%
3436.11) */*/*/*%
3436.12) */*/*/*%
3437.01) */*/*/*%
3437.02) */*/*/*%
3437.03) */*/*/*%
3437.04) */*/*/*%
3437.05) */*/*/*%
3437.06) */*/*/*%
3437.07) */*/*/*%
3437.08) */*/*/*%
3437.09) */*/*/*%
3437.10) */*/*/*%
3437.11) */*/*/*%
3437.12) */*/*/*%
3438.01) */*/*/*%
3438.02) */*/*/*%
3438.03) */*/*/*%
3438.04) */*/*/*%
3438.05) */*/*/*%
3438.06) */*/*/*%
3438.07) */*/*/*%
3438.08) */*/*/*%
3438.09) */*/*/*%
3438.10) */*/*/*%
3438.11) */*/*/*%
3438.12) */*/*/*%
3439.01) */*/*/*%
3439.02) */*/*/*%
3439.03) */*/*/*%
3439.04) */*/*/*%
3439.05) */*/*/*%
3439.06) */*/*/*%
3439.07) */*/*/*%
3439.08) */*/*/*%
3439.09) */*/*/*%
3439.10) */*/*/*%
3439.11) */*/*/*%
3439.12) */*/*/*%
3440.01) */*/*/*%
3440.02) */*/*/*%
3440.03) */*/*/*%
3440.04) */*/*/*%
3440.05) */*/*/*%
3440.06) */*/*/*%
3440.07) */*/*/*%
3440.08) */*/*/*%
3440.09) */*/*/*%
3440.10) */*/*/*%
3440.11) */*/*/*%
3440.12) */*/*/*%
3441.01) */*/*/*%
3441.02) */*/*/*%
3441.03) */*/*/*%
3441.04) */*/*/*%
3441.05) */*/*/*%
3441.06) */*/*/*%
3441.07) */*/*/*%
3441.08) */*/*/*%
3441.09) */*/*/*%
3441.10) */*/*/*%
3441.11) */*/*/*%
3441.12) */*/*/*%
3442.01) */*/*/*%
3442.02) */*/*/*%
3442.03) */*/*/*%
3442.04) */*/*/*%
3442.05) */*/*/*%
3442.06) */*/*/*%
3442.07) */*/*/*%
3442.08) */*/*/*%
3442.09) */*/*/*%
3442.10) */*/*/*%
3442.11) */*/*/*%
3442.12) */*/*/*%
3443.01) */*/*/*%
3443.02) */*/*/*%
3443.03) */*/*/*%
3443.04) */*/*/*%
3443.05) */*/*/*%
3443.06) */*/*/*%
3443.07) */*/*/*%
3443.08) */*/*/*%
3443.09) */*/*/*%
3443.10) */*/*/*%
3443.11) */*/*/*%
3443.12) */*/*/*%
3444.01) */*/*/*%
3444.02) */*/*/*%
3444.03) */*/*/*%
3444.04) */*/*/*%
3444.05) */*/*/*%
3444.06) */*/*/*%
3444.07) */*/*/*%
3444.08) */*/*/*%
3444.09) */*/*/*%
3444.10) */*/*/*%
3444.11) */*/*/*%
3444.12) */*/*/*%
3445.01) */*/*/*%
3445.02) */*/*/*%
3445.03) */*/*/*%
3445.04) */*/*/*%
3445.05) */*/*/*%
3445.06) */*/*/*%
3445.07) */*/*/*%
3445.08) */*/*/*%
3445.09) */*/*/*%
3445.10) */*/*/*%
3445.11) */*/*/*%
3445.12) */*/*/*%
3446.01) */*/*/*%
3446.02) */*/*/*%
3446.03) */*/*/*%
3446.04) */*/*/*%
3446.05) */*/*/*%
3446.06) */*/*/*%
3446.07) */*/*/*%
3446.08) */*/*/*%
3446.09) */*/*/*%
3446.10) */*/*/*%
3446.11) */*/*/*%
3446.12) */*/*/*%
3447.01) */*/*/*%
3447.02) */*/*/*%
3447.03) */*/*/*%
3447.04) */*/*/*%
3447.05) */*/*/*%
3447.06) */*/*/*%
3447.07) */*/*/*%
3447.08) */*/*/*%
3447.09) */*/*/*%
3447.10) */*/*/*%
3447.11) */*/*/*%
3447.12) */*/*/*%
3448.01) */*/*/*%
3448.02) */*/*/*%
3448.03) */*/*/*%
3448.04) */*/*/*%
3448.05) */*/*/*%
3448.06) */*/*/*%
3448.07) */*/*/*%
3448.08) */*/*/*%
3448.09) */*/*/*%
3448.10) */*/*/*%
3448.11) */*/*/*%
3448.12) */*/*/*%
3449.01) */*/*/*%
3449.02) */*/*/*%
3449.03) */*/*/*%
3449.04) */*/*/*%
3449.05) */*/*/*%
3449.06) */*/*/*%
3449.07) */*/*/*%
3449.08) */*/*/*%
3449.09) */*/*/*%
3449.10) */*/*/*%
3449.11) */*/*/*%
3449.12) */*/*/*%
3450.01) */*/*/*%
3450.02) */*/*/*%
3450.03) */*/*/*%
3450.04) */*/*/*%
3450.05) */*/*/*%
3450.06) */*/*/*%
3450.07) */*/*/*%
3450.08) */*/*/*%
3450.09) */*/*/*%
3450.10) */*/*/*%
3450.11) */*/*/*%
3450.12) */*/*/*%
3451.01) */*/*/*%
3451.02) */*/*/*%
3451.03) */*/*/*%
3451.04) */*/*/*%
3451.05) */*/*/*%
3451.06) */*/*/*%
3451.07) */*/*/*%
3451.08) */*/*/*%
3451.09) */*/*/*%
3451.10) */*/*/*%
3451.11) */*/*/*%
3451.12) */*/*/*%
3452.01) */*/*/*%
3452.02) */*/*/*%
3452.03) */*/*/*%
3452.04) */*/*/*%
3452.05) */*/*/*%
3452.06) */*/*/*%
3452.07) */*/*/*%
3452.08) */*/*/*%
3452.09) */*/*/*%
3452.10) */*/*/*%
3452.11) */*/*/*%
3452.12) */*/*/*%
3453.01) */*/*/*%
3453.02) */*/*/*%
3453.03) */*/*/*%
3453.04) */*/*/*%
3453.05) */*/*/*%
3453.06) */*/*/*%
3453.07) */*/*/*%
3453.08) */*/*/*%
3453.09) */*/*/*%
3453.10) */*/*/*%
3453.11) */*/*/*%
3453.12) */*/*/*%
3454.01) */*/*/*%
3454.02) */*/*/*%
3454.03) */*/*/*%
3454.04) */*/*/*%
3454.05) */*/*/*%
3454.06) */*/*/*%
3454.07) */*/*/*%
3454.08) */*/*/*%
3454.09) */*/*/*%
3454.10) */*/*/*%
3454.11) */*/*/*%
3454.12) */*/*/*%
3455.01) */*/*/*%
3455.02) */*/*/*%
3455.03) */*/*/*%
3455.04) */*/*/*%
3455.05) */*/*/*%
3455.06) */*/*/*%
3455.07) */*/*/*%
3455.08) */*/*/*%
3455.09) */*/*/*%
3455.10) */*/*/*%
3455.11) */*/*/*%
3455.12) */*/*/*%
3456.01) */*/*/*%
3456.02) */*/*/*%
3456.03) */*/*/*%
3456.04) */*/*/*%
3456.05) */*/*/*%
3456.06) */*/*/*%
3456.07) */*/*/*%
3456.08) */*/*/*%
3456.09) */*/*/*%
3456.10) */*/*/*%
3456.11) */*/*/*%
3456.12) */*/*/*%
3457.01) */*/*/*%
3457.02) */*/*/*%
3457.03) */*/*/*%
3457.04) */*/*/*%
3457.05) */*/*/*%
3457.06) */*/*/*%
3457.07) */*/*/*%
3457.08) */*/*/*%
3457.09) */*/*/*%
3457.10) */*/*/*%
3457.11) */*/*/*%
3457.12) */*/*/*%
3458.01) */*/*/*%
3458.02) */*/*/*%
3458.03) */*/*/*%
3458.04) */*/*/*%
3458.05) */*/*/*%
3458.06) */*/*/*%
3458.07) */*/*/*%
3458.08) */*/*/*%
3458.09) */*/*/*%
3458.10) */*/*/*%
3458.11) */*/*/*%
3458.12) */*/*/*%
3459.01) */*/*/*%
3459.02) */*/*/*%
3459.03) */*/*/*%
3459.04) */*/*/*%
3459.05) */*/*/*%
3459.06) */*/*/*%
3459.07) */*/*/*%
3459.08) */*/*/*%
3459.09) */*/*/*%
3459.10) */*/*/*%
3459.11) */*/*/*%
3459.12) */*/*/*%
3460.01) */*/*/*%
3460.02) */*/*/*%
3460.03) */*/*/*%
3460.04) */*/*/*%
3460.05) */*/*/*%
3460.06) */*/*/*%
3460.07) */*/*/*%
3460.08) */*/*/*%
3460.09) */*/*/*%
3460.10) */*/*/*%
3460.11) */*/*/*%
3460.12) */*/*/*%
3461.01) */*/*/*%
3461.02) */*/*/*%
3461.03) */*/*/*%
3461.04) */*/*/*%
3461.05) */*/*/*%
3461.06) */*/*/*%
3461.07) */*/*/*%
3461.08) */*/*/*%
3461.09) */*/*/*%
3461.10) */*/*/*%
3461.11) */*/*/*%
3461.12) */*/*/*%
3462.01) */*/*/*%
3462.02) */*/*/*%
3462.03) */*/*/*%
3462.04) */*/*/*%
3462.05) */*/*/*%
3462.06) */*/*/*%
3462.07) */*/*/*%
3462.08) */*/*/*%
3462.09) */*/*/*%
3462.10) */*/*/*%
3462.11) */*/*/*%
3462.12) */*/*/*%
3463.01) */*/*/*%
3463.02) */*/*/*%
3463.03) */*/*/*%
3463.04) */*/*/*%
3463.05) */*/*/*%
3463.06) */*/*/*%
3463.07) */*/*/*%
3463.08) */*/*/*%
3463.09) */*/*/*%
3463.10) */*/*/*%
3463.11) */*/*/*%
3463.12) */*/*/*%
3464.01) */*/*/*%
3464.02) */*/*/*%
3464.03) */*/*/*%
3464.04) */*/*/*%
3464.05) */*/*/*%
3464.06) */*/*/*%
3464.07) */*/*/*%
3464.08) */*/*/*%
3464.09) */*/*/*%
3464.10) */*/*/*%
3464.11) */*/*/*%
3464.12) */*/*/*%
3465.01) */*/*/*%
3465.02) */*/*/*%
3465.03) */*/*/*%
3465.04) */*/*/*%
3465.05) */*/*/*%
3465.06) */*/*/*%
3465.07) */*/*/*%
3465.08) */*/*/*%
3465.09) */*/*/*%
3465.10) */*/*/*%
3465.11) */*/*/*%
3465.12) */*/*/*%
3466.01) */*/*/*%
3466.02) */*/*/*%
3466.03) */*/*/*%
3466.04) */*/*/*%
3466.05) */*/*/*%
3466.06) */*/*/*%
3466.07) */*/*/*%
3466.08) */*/*/*%
3466.09) */*/*/*%
3466.10) */*/*/*%
3466.11) */*/*/*%
3466.12) */*/*/*%
3467.01) */*/*/*%
3467.02) */*/*/*%
3467.03) */*/*/*%
3467.04) */*/*/*%
3467.05) */*/*/*%
3467.06) */*/*/*%
3467.07) */*/*/*%
3467.08) */*/*/*%
3467.09) */*/*/*%
3467.10) */*/*/*%
3467.11) */*/*/*%
3467.12) */*/*/*%
3468.01) */*/*/*%
3468.02) */*/*/*%
3468.03) */*/*/*%
3468.04) */*/*/*%
3468.05) */*/*/*%
3468.06) */*/*/*%
3468.07) */*/*/*%
3468.08) */*/*/*%
3468.09) */*/*/*%
3468.10) */*/*/*%
3468.11) */*/*/*%
3468.12) */*/*/*%
3469.01) */*/*/*%
3469.02) */*/*/*%
3469.03) */*/*/*%
3469.04) */*/*/*%
3469.05) */*/*/*%
3469.06) */*/*/*%
3469.07) */*/*/*%
3469.08) */*/*/*%
3469.09) */*/*/*%
3469.10) */*/*/*%
3469.11) */*/*/*%
3469.12) */*/*/*%
3470.01) */*/*/*%
3470.02) */*/*/*%
3470.03) */*/*/*%
3470.04) */*/*/*%
3470.05) */*/*/*%
3470.06) */*/*/*%
3470.07) */*/*/*%
3470.08) */*/*/*%
3470.09) */*/*/*%
3470.10) */*/*/*%
3470.11) */*/*/*%
3470.12) */*/*/*%
3471.01) */*/*/*%
3471.02) */*/*/*%
3471.03) */*/*/*%
3471.04) */*/*/*%
